caminho,label,duracao,sample_rate,zcr,rms,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
dataset\pare\Daniel_pare_61.wav,pare,1.2,16000,0.07396175986842106,0.052973416,1277.6745794320664,-355.0916,69.685394,3.5056112,21.786942,-13.259452,7.2356367,2.1055546,0.45199606,-8.175058,-2.8345342,-8.661645,-3.8173985,-2.2523403
dataset\pare\Daniel_pare_62.wav,pare,1.2,16000,0.08038651315789473,0.043272175,1161.2859040322426,-380.59842,61.588104,-20.416231,0.36958945,-7.75048,1.0709184,-6.0688653,0.04424193,-3.1427572,-11.070311,-14.165678,-0.0045254356,-5.6543536
dataset\pare\Daniel_pare_63.wav,pare,1.2,16000,0.03423108552631579,0.17491058,483.62225841421383,-260.3183,185.03716,20.489164,30.531391,11.359429,21.153435,12.863247,5.712645,9.072782,10.637683,4.1194596,6.7797794,-3.4128542
dataset\pare\Daniel_pare_64.wav,pare,1.2,16000,0.061189350328947366,0.03826174,944.296854201468,-399.96402,107.32905,1.2458782,23.98214,-7.838125,-4.9842906,-7.162634,-3.6529846,-7.9294243,-9.42037,-2.1196165,1.277713,-9.785636
dataset\pare\Daniel_pare_65.wav,pare,1.2,16000,0.12312397203947369,0.073579885,1760.0333597845188,-219.2406,68.529915,-21.354437,8.025663,-14.98306,7.2308493,2.1488018,1.7074312,-5.913352,4.3006043,-4.3874145,3.5313098,3.844689
dataset\pare\Daniel_pare_66.wav,pare,1.2,16000,0.07132761101973684,0.042765535,1016.77591273571,-432.42563,50.438892,-11.411218,2.469158,-11.52672,-9.712781,-1.6321218,-8.297936,-4.2535005,-10.161265,-6.30675,-6.225825,-4.2397466
dataset\pare\Daniel_pare_67.wav,pare,1.2,16000,0.07036389802631579,0.102927186,1249.955068880113,-290.55786,91.85121,1.9696981,6.099768,-24.640882,2.3244853,-6.4293447,3.9568806,-9.373845,2.8611965,-10.480553,-7.776951,2.7658076
dataset\pare\Daniel_pare_68.wav,pare,1.2,16000,0.06486430921052631,0.021618808,909.6681385893029,-515.0027,90.0597,-0.12982428,26.972887,-3.8848765,-11.635596,5.6023593,-7.372636,-5.178793,0.0038847672,-8.101908,-0.67063624,-0.657158
dataset\pare\Daniel_pare_69.wav,pare,1.2,16000,0.04666940789473684,0.06588415,835.0204970163066,-388.6516,75.437996,-5.440802,27.145424,-3.7254276,-3.2783387,5.9004836,-7.326519,4.7571907,2.5399857,1.6713258,0.4349943,-2.3466647
dataset\pare\Daniel_pare_70.wav,pare,1.2,16000,0.1094006990131579,0.13927008,1415.5211074439417,-209.6934,100.17523,-17.900194,37.508823,-7.3529744,-10.216363,-8.511473,-2.8946946,-4.0896187,-11.705033,-2.7012322,-18.523882,-5.8904877
dataset\pare\Daniel_pare_71.wav,pare,1.2,16000,0.10374691611842106,0.04656713,1225.4968108467576,-452.13846,82.90698,4.171264,-6.983578,-10.68678,-11.087829,-5.183166,-3.6708608,-5.886436,-1.8577969,-0.896601,1.0512482,-7.060388
dataset\pare\jefte_pare_72.wav,pare,1.2,16000,0.19045538651315788,0.019682959,1867.3904560418734,-528.141,25.631006,-26.171679,11.587298,-14.805444,-5.5051346,-1.9736792,0.49597812,-9.965815,-2.945092,-6.828929,-6.91379,-3.7872982
dataset\pare\jefte_pare_73.wav,pare,1.2,16000,0.07217567845394737,0.076429494,1072.7365904971332,-362.17758,84.675476,-6.7491446,-9.697583,-21.732944,4.1499796,-17.36338,-3.5135927,-8.323996,4.4959807,-4.295335,-2.2037551,-3.8444467
dataset\pare\jefte_pare_74.wav,pare,1.2,16000,0.07288240131578948,0.05055133,1081.2776138947352,-382.364,97.62522,-10.654569,3.9580746,-10.640203,-4.3636217,-13.726662,-1.4723654,-2.615662,-6.2668242,1.7383186,3.1912718,-9.410245
dataset\pare\jefte_pare_75.wav,pare,1.2,16000,0.13088507401315788,0.01503361,1396.4091219059123,-543.07965,80.46978,-3.60493,-0.61485016,-6.798494,-9.491638,4.33023,-5.614047,-2.4121752,0.10657687,0.99990255,-10.281269,-9.889413
dataset\pare\jefte_pare_76.wav,pare,1.2,16000,0.14706260279605263,0.005442938,1699.4838985466872,-574.7277,57.68038,-22.319416,7.615444,-8.614176,-1.9374933,-15.916424,9.847327,-17.736895,0.88342744,-9.602701,-3.0159378,-1.7177508
dataset\pare\jefte_pare_77.wav,pare,1.2,16000,0.23433645148026316,0.11081395,2325.2104000281265,-307.16803,62.18416,-2.117567,-24.515833,-17.251385,-3.3008492,-6.807303,-4.18179,-5.498713,-8.318941,-14.622202,-5.080288,-2.5777721
dataset\pare\jefte_pare_78.wav,pare,1.2,16000,0.07564504523026316,0.044228036,1128.1864914146925,-410.49017,100.146095,-40.426075,11.035436,-11.481974,-5.3892794,-2.3858714,-2.5626888,-11.444193,-11.179,-12.004572,-1.1544892,-0.5075899
dataset\pare\jefte_pare_79.wav,pare,1.2,16000,0.16286749588815788,0.0066074072,1728.7314402708173,-575.4458,40.298756,-10.90787,6.7630205,-20.328098,1.8708487,-10.696938,1.6841892,-6.8599043,5.555584,-11.930992,-4.0331817,-3.9818313
dataset\pare\jefte_pare_80.wav,pare,1.2,16000,0.13757966694078946,0.027007097,1601.7297269553958,-424.47516,64.54838,-45.07157,8.782633,-20.162706,-0.8589545,-7.7723823,4.6773353,-14.667424,-0.9221329,-12.045831,-4.741296,0.7474343
dataset\pare\jefte_pare_81.wav,pare,1.2,16000,0.09254214638157894,0.021033794,1315.9862218140406,-487.6932,54.14304,-25.140478,5.100754,-18.217953,-6.5151176,-6.7603645,-1.3920946,-9.662936,-2.5943346,-16.62585,4.760298,-2.633042
dataset\pare\jefte_pare_82.wav,pare,1.2,16000,0.15041632401315788,0.0061654462,1646.3188051391508,-568.03845,52.907104,-12.362136,2.7750096,-13.860567,5.6673236,-9.789123,-3.6774058,-7.5481095,2.9210587,-0.053603914,3.5445728,-11.208962
dataset\pare\jefte_pare_83.wav,pare,1.2,16000,0.07283100328947369,0.03325956,1029.226368298963,-501.04825,11.614827,-1.1164633,3.0241413,-8.730977,-4.5222816,-3.4253893,3.349126,-0.5272689,1.3810226,-0.1888236,-0.5366067,0.30333138
dataset\pare\jefte_pare_84.wav,pare,1.2,16000,0.07835629111842106,0.039623883,1236.0754497143969,-386.03296,88.35681,-1.1607586,16.583849,-21.690077,5.924397,-3.815797,-1.5617356,-5.602672,-1.59646,-6.067113,0.062657855,0.432216
dataset\pare\Joaquim_pare_85.wav,pare,1.2,16000,0.05942896792763158,0.01017255,1132.4175445065555,-540.99695,81.71942,2.8045936,-0.06250723,-6.6420226,-4.122663,-19.278559,11.438774,-9.391364,-9.289201,-1.3314079,7.121791,-0.5889917
dataset\pare\Joaquim_pare_86.wav,pare,1.2,16000,0.0986071134868421,0.054412577,1380.2254209395303,-350.28186,71.06919,-17.606495,-6.8173556,-18.21297,-10.729797,-13.644194,2.1621063,-24.463133,-2.7750309,-0.46881464,-5.7575393,-1.4820522
dataset\pare\Joaquim_pare_87.wav,pare,1.2,16000,0.07042814555921052,0.043469798,1118.3636288442874,-402.0867,74.5148,5.661258,-0.3083206,-37.420284,-9.8946,-16.204222,-1.6839994,-18.604189,-7.5745263,-2.8552003,-3.0732732,-5.726002
dataset\pare\Joaquim_pare_88.wav,pare,1.2,16000,0.057835629111842105,0.040309895,828.8038533028963,-466.92767,78.58555,-19.80256,-15.920276,-10.237648,-3.7541058,-14.230187,-0.42541254,-9.269626,-1.3570565,-1.9380463,5.261655,-9.289654
dataset\pare\Joaquim_pare_89.wav,pare,1.2,16000,0.09075606496710527,0.026111588,1434.217730624198,-422.58194,77.84981,8.457715,-26.04929,-11.396839,-6.0851555,-13.973077,9.9271965,-27.36578,5.574412,-1.9008437,-3.8970582,-4.678661
dataset\pare\Kauê_pare_100.wav,pare,1.2,16000,0.09012643914473684,0.0429073,1311.6996095924965,-455.24496,77.296974,-28.729004,16.520943,-14.031706,-17.737595,-10.257404,-13.504629,-15.353339,-6.8966765,-12.471748,-18.391512,0.09919465
dataset\pare\Kauê_pare_101.wav,pare,1.2,16000,0.10225637335526316,0.1125339,1760.0168265047414,-187.95969,82.1506,1.5776889,32.29769,1.8858373,6.0784836,-9.696506,8.571546,-1.3471259,4.069153,-2.9957402,3.3351176,1.5084443
dataset\pare\Kauê_pare_102.wav,pare,1.2,16000,0.07085217927631579,0.06792369,904.2175812823754,-349.29974,95.3681,-1.7767376,-7.356457,-12.543078,-12.024914,-13.244011,0.036636252,-4.1816688,1.8078613,1.8069061,2.2707744,-6.186906
dataset\pare\Kauê_pare_103.wav,pare,1.2,16000,0.059788754111842105,0.055196714,1077.9463304769195,-402.63815,67.18932,-1.3312831,8.286777,-9.272214,2.9156446,-3.6510046,-1.8141565,-3.1991918,5.439038,-2.9361556,-0.9265019,-0.9780177
dataset\pare\Kauê_pare_104.wav,pare,1.2,16000,0.06531404194078948,0.12524898,1078.3943388308624,-225.84225,104.93872,6.3187113,24.43771,-19.240717,-9.143642,1.5339253,-11.897422,-4.5287304,5.503584,-13.419973,-0.59453833,-12.53779
dataset\pare\Kauê_pare_105.wav,pare,1.2,16000,0.083740234375,0.09938449,1099.060824345211,-264.87347,95.38546,-19.849981,13.485952,-14.715793,-7.1224027,-5.4534264,-8.7759905,1.200843,-1.7991532,0.18542866,0.33769593,-12.504922
dataset\pare\Kauê_pare_106.wav,pare,1.2,16000,0.05019017269736842,0.08011709,1022.7099713307166,-342.06454,79.53402,-8.4975605,4.894548,-9.397306,-0.0784664,3.512138,-2.1578171,3.7139788,3.8390937,0.6118218,1.4656229,-6.3805614
dataset\pare\Kauê_pare_107.wav,pare,1.2,16000,0.11039011101973684,0.086545415,1392.21635035857,-271.11862,64.826775,-7.4486294,23.548246,-11.917963,3.9034963,1.1097345,-1.3921938,-7.1010575,2.0167577,-12.693733,-0.35284036,-1.0185543
dataset\pare\Kauê_pare_108.wav,pare,1.2,16000,0.15120014391447367,0.11019261,2129.4869733847454,-126.539604,69.144714,14.657069,22.60402,-15.746392,-10.051423,-9.881294,9.433676,-11.152686,6.692704,-11.707879,4.586112,-0.6219185
dataset\pare\Kauê_pare_109.wav,pare,1.2,16000,0.054597553453947366,0.0643,1095.715089923654,-365.52637,70.24986,11.080109,15.0305805,-13.521741,-2.2387304,-1.7522421,4.9246964,-10.854897,6.8143344,-2.8284447,-0.300678,-2.2353022
dataset\pare\Kauê_pare_110.wav,pare,1.2,16000,0.05296566611842105,0.08142986,1075.9798414771972,-358.69415,78.37364,9.582531,33.834236,-6.938938,2.1554978,-5.411534,9.939378,-0.99601084,-3.9495761,-0.37611955,0.43811944,-3.8351657
dataset\pare\Kauê_pare_111.wav,pare,1.2,16000,0.0732678865131579,0.15138742,1260.3349714546082,-237.08858,93.08713,4.6328025,2.4704978,-15.859804,13.641245,-3.3659465,6.5296655,-6.509884,11.123592,-1.1068715,7.4024673,-3.836869
dataset\pare\Kauê_pare_112.wav,pare,1.2,16000,0.0761975740131579,0.032562982,1046.792313871939,-406.1362,105.30356,-5.717358,28.407343,10.352435,-12.322243,-0.03909685,-3.0509696,-3.6306558,-2.66862,-3.1417608,-0.27863485,-8.085314
dataset\pare\Kauê_pare_113.wav,pare,1.2,16000,0.07038959703947369,0.013168681,1051.903057158615,-542.52704,63.797543,0.7131534,15.017716,-14.07817,-2.130626,-3.7061763,-1.7916116,-7.441835,-2.7882495,1.9721137,-2.3321152,-1.3055509
dataset\pare\Kauê_pare_114.wav,pare,1.2,16000,0.046232524671052634,0.04308783,813.9664151895701,-466.8638,92.6635,13.066935,4.0078497,-7.0507474,2.7322323,-5.5400076,-9.519278,-9.052937,-4.9501786,-6.53248,-1.7501233,-2.5838697
dataset\pare\Kauê_pare_115.wav,pare,1.2,16000,0.09357010690789473,0.086949036,1344.5719616682009,-347.9243,64.48184,-13.139767,9.060468,-14.167069,7.949482,-1.4113103,-9.625402,-6.6733537,-1.9075257,-0.82327724,-4.335352,1.1332115
dataset\pare\Kauê_pare_116.wav,pare,1.2,16000,0.05829821134868421,0.09143921,1091.6698010786924,-335.21512,98.87673,18.708605,7.5784726,-13.621169,-3.203511,-1.2000034,-4.5885115,-5.380268,-1.1522808,-12.150032,1.6910545,-9.91066
dataset\pare\Kauê_pare_117.wav,pare,1.2,16000,0.13333932976973684,0.0478064,1816.9760096909613,-245.0642,79.02533,-28.294714,-9.577293,-8.01695,10.918827,-3.9769511,-4.370355,11.245255,30.1065,1.9544636,1.7547989,-10.835315
dataset\pare\Kauê_pare_90.wav,pare,1.2,16000,0.060945209703947366,0.024803165,749.189002498688,-504.8439,106.071106,9.760902,10.95312,-15.818427,-2.972635,-1.9444343,-13.088748,-8.1498785,-2.3930378,-2.4633868,-6.139665,-1.7684945
dataset\pare\Kauê_pare_91.wav,pare,1.2,16000,0.08388157894736842,0.043218464,1476.219727987732,-373.17447,109.38285,9.623539,-7.864726,-12.051527,17.038836,-29.093445,15.7076435,-11.566001,-10.164543,6.162674,-1.3147342,-2.9347785
dataset\pare\Kauê_pare_92.wav,pare,1.2,16000,0.07213712993421052,0.11653179,1490.657023219033,-221.8355,100.04424,-29.656641,48.59795,-7.9643555,4.533303,2.0610638,9.351614,-3.417107,4.9431105,-3.1433935,6.503599,-6.5402493
dataset\pare\Kauê_pare_93.wav,pare,1.2,16000,0.10313013980263158,0.102748305,1325.1221375105695,-242.09087,85.09348,-22.293898,16.523113,-12.447705,-5.6514297,-5.605451,-0.36991492,-12.818182,3.6756535,-2.2955375,-12.592227,-3.4427972
dataset\pare\Kauê_pare_94.wav,pare,1.2,16000,0.060636821546052634,0.08425722,1179.9369149521585,-338.05298,92.6994,-3.3269572,8.659502,-26.534243,5.6276193,6.043136,-0.922043,-10.565106,0.53056467,-12.86342,-8.098596,2.0758355
dataset\pare\Kauê_pare_95.wav,pare,1.2,16000,0.061767578125,0.08003339,1040.3236142554251,-310.37073,88.79011,3.5055864,15.3116665,-18.808243,-9.4728775,-2.4809248,-5.2287197,-2.8658364,7.7794785,1.1385126,-3.8708436,-7.8827877
dataset\pare\Kauê_pare_96.wav,pare,1.2,16000,0.07319078947368421,0.07358057,1318.9083315495686,-336.11337,58.728695,1.9355686,10.302463,-13.439115,1.1440926,-2.7317154,9.55261,-4.865892,3.4317234,-1.6730417,-1.0794345,-1.9901416
dataset\pare\Kauê_pare_97.wav,pare,1.2,16000,0.09281198601973684,0.0674507,1198.5538329183757,-324.65558,88.51373,-33.243336,27.285921,-8.892917,-10.85363,-1.1526196,-7.1872597,-2.3314338,1.8159379,-13.659168,2.728276,-1.7242593
dataset\pare\Kauê_pare_98.wav,pare,1.2,16000,0.04740182976973684,0.080036856,989.4463696669042,-333.14902,83.28672,18.36107,0.8578642,-9.091997,3.3323174,-0.79327035,-3.4175737,-2.383331,5.0174856,-1.3766216,0.5106905,-3.3212802
dataset\pare\Kauê_pare_99.wav,pare,1.2,16000,0.07978258634868421,0.08496501,1523.4714875372972,-225.6137,98.91568,2.725938,24.152685,-10.459483,-3.9745102,-8.558795,2.5824072,-0.89538926,1.6326351,-5.1510224,-0.58123964,-2.9449215
dataset\pare\Kelvin_pare_118.wav,pare,1.2,16000,0.08317485608552631,0.06467521,1215.1836721480547,-389.5761,73.350746,13.306314,11.0988035,-15.965128,-13.598231,-9.50286,1.1467185,-10.3966465,4.91491,4.8278923,7.433091,-4.1468105
dataset\pare\Kelvin_pare_119.wav,pare,1.2,16000,0.07042814555921052,0.035882767,1081.7876759039045,-418.3097,110.186584,-5.6431007,0.07303253,-9.799049,1.4515088,5.726646,-1.798314,1.5175505,-2.626421,2.9981027,-9.882988,-0.15632787
dataset\pare\Kelvin_pare_120.wav,pare,1.2,16000,0.08827611019736842,0.0764145,1138.4369816104074,-362.85486,66.841675,-1.7534609,0.68150884,-15.254228,-11.247871,-8.739229,-4.3689055,-4.652711,2.9326842,-4.0830455,3.7054198,-9.067677
dataset\pare\Kelvin_pare_121.wav,pare,1.2,16000,0.14229543585526316,0.042751998,1676.8654738904424,-397.0448,53.588654,-10.871295,8.9465685,-32.243767,-6.5085816,-15.266724,-1.0829746,-17.453897,8.379582,-3.3708172,9.182232,-11.194897
dataset\pare\Kelvin_pare_122.wav,pare,1.2,16000,0.09637129934210527,0.037559856,1287.0551312372336,-427.6778,86.43444,-14.175117,14.500427,-13.585909,8.424741,-8.674014,1.3670413,-6.60262,1.7712913,-2.8012676,-7.9976974,0.14670423
dataset\pare\Kelvin_pare_123.wav,pare,1.2,16000,0.11446340460526316,0.04237813,1351.6374382820861,-370.5979,85.50934,-50.42634,29.783278,-12.988507,3.1999896,0.8587711,-11.416098,-3.1723092,4.913554,-8.89425,-5.8464475,-1.792182
dataset\pare\Kelvin_pare_124.wav,pare,1.2,16000,0.04878957648026316,0.11084879,818.2075435339807,-252.03406,150.44719,-11.400923,25.98131,13.395971,12.902176,12.980234,7.308745,1.5425912,5.177811,-1.0780989,2.0495026,1.156627
dataset\pare\Kelvin_pare_125.wav,pare,1.2,16000,0.06165193256578947,0.033244953,1131.7161579468595,-383.74628,102.405396,-6.046181,31.1146,-3.9854984,-4.8192735,-7.936703,-1.5045068,-2.7772217,-8.372533,-8.337881,-11.86539,1.612686
dataset\pare\Kelvin_pare_126.wav,pare,1.2,16000,0.06215306332236842,0.08302735,849.4321375228857,-341.49008,110.51735,-5.145756,20.10871,-5.130014,-0.5348834,-11.145817,-10.415825,-1.3205515,-6.223589,-5.1603885,-2.5326574,-0.8565011
dataset\pare\Kelvin_pare_127.wav,pare,1.2,16000,0.06720291940789473,0.059142902,1028.0942114449142,-314.2161,136.55185,5.102731,7.3959823,-2.2098403,-4.5810804,-19.04137,-1.8712387,-7.3662405,-3.376997,1.9775318,-2.008641,-11.855971
dataset\pare\Kelvin_pare_128.wav,pare,1.2,16000,0.0615234375,0.091345556,996.4591969512267,-333.28247,112.51141,9.199445,-5.121747,-6.8466644,-5.327714,-18.029303,-7.156316,-18.48854,-15.604307,-12.995259,-9.670546,-12.202281
dataset\pare\Kelvin_pare_129.wav,pare,1.2,16000,0.061060855263157895,0.045635432,1036.307771993644,-431.7074,81.86538,8.76743,6.7679234,-10.186658,-5.1953006,-15.112059,7.1237407,-13.599847,0.80592614,-8.75636,0.86915576,-7.192945
dataset\pare\Kurt_pare_130.wav,pare,1.2,16000,0.07731548108552631,0.01719298,1501.9158554021312,-418.93344,76.0165,9.07593,12.034819,-7.128741,-3.533392,6.41351,-0.9925544,-4.6149044,-4.796724,-10.10572,-1.5701438,-1.5320824
dataset\pare\Kurt_pare_131.wav,pare,1.2,16000,0.14784642269736842,0.023702815,1870.4602801674391,-457.58145,39.53474,4.8518357,0.5657442,11.663011,-3.6936452,-12.416747,7.1964536,-7.295452,-5.7163463,-2.1512134,0.88772273,-7.1063347
dataset\pare\Kurt_pare_132.wav,pare,1.2,16000,0.08850740131578948,0.084492065,1801.7916980786729,-349.23975,33.246002,13.485152,2.3525736,-3.3632154,-9.406546,-4.993249,5.8486857,-5.1591783,-1.2934389,-2.625825,-3.1445496,-8.593631
dataset\pare\Kurt_pare_133.wav,pare,1.2,16000,0.054931640625,0.17431176,1033.609425393236,-229.86185,112.39652,-3.6069388,11.737502,-24.631598,-31.326097,0.5557984,-17.591858,-10.626813,-10.763202,-6.6616554,-17.998163,-1.2428173
dataset\pare\Lincoln_pare_134.wav,pare,1.2,16000,0.05304276315789474,0.0689657,786.1520496857128,-379.1054,113.89846,10.878949,1.5982577,-16.288588,6.9146166,3.4246087,-9.304412,-4.1996856,6.319017,-9.437106,1.4856433,1.3230705
dataset\pare\Lincoln_pare_135.wav,pare,1.2,16000,0.05342824835526316,0.0766889,791.4354592423346,-357.46912,131.1728,-3.6244805,7.8116455,-8.313133,3.4669952,9.960024,-2.2887666,-7.329113,-4.609679,-1.4376901,4.101207,-3.3922384
dataset\pare\Lincoln_pare_136.wav,pare,1.2,16000,0.05029296875,0.020701623,1001.5540447241384,-462.0625,82.858376,-4.867104,10.102103,-2.0364761,12.1921015,2.0347981,1.8789004,-3.9935296,2.2662125,-8.091036,-2.9500194,-9.244415
dataset\pare\Lincoln_pare_137.wav,pare,1.2,16000,0.07804790296052631,0.019242778,1302.737098677494,-452.27036,77.096176,-20.484098,9.364902,-12.00831,-4.6455727,1.1323252,-6.514718,-5.051548,-6.006888,-10.190167,-13.515207,-1.8542498
dataset\pare\Lincoln_pare_138.wav,pare,1.2,16000,0.06473581414473684,0.07753695,852.6341553610517,-315.02203,145.07156,-17.144154,3.6407487,-4.3584614,1.0744925,-2.8479292,2.4808342,-6.6974707,3.0170703,-14.841898,-12.216238,-12.619333
dataset\pare\Lincoln_pare_139.wav,pare,1.2,16000,0.07015830592105263,0.07196448,1155.5999433493362,-339.58572,70.75894,-13.121315,19.75341,-9.244683,6.9534993,-15.84702,-5.276542,-8.734018,-1.4206746,-12.437276,-2.0211897,-0.35648862
dataset\pare\Lincoln_pare_140.wav,pare,1.2,16000,0.045924136513157895,0.05246148,794.1160585236629,-390.64963,89.115585,-8.488541,3.907068,5.1135254,-2.946724,-3.637189,2.2548387,-4.8005853,1.5607138,-4.0242863,-3.3074057,-3.5376112
dataset\pare\Lincoln_pare_141.wav,pare,1.2,16000,0.08393297697368421,0.040897746,1045.3689347545285,-384.93546,103.15642,-13.746254,25.280863,-1.1855043,2.3288698,-13.119247,1.4967333,1.9307122,2.6625504,-8.492943,-8.641032,0.9683571
dataset\pare\Lincoln_pare_142.wav,pare,1.2,16000,0.04364977384868421,0.02521485,897.6575693874398,-503.96558,82.007774,12.873547,-5.618328,-12.086853,6.3780913,-5.86265,-0.41713017,-2.984166,-6.177316,-4.28375,-6.0113854,-3.4773302
dataset\pare\Lincoln_pare_143.wav,pare,1.2,16000,0.06248715049342105,0.028369546,1182.4166871814857,-423.44864,92.28782,-9.73082,18.995167,-11.695526,21.30804,-10.123339,-0.38737985,-14.875978,0.4474144,-10.99176,2.2816184,4.413562
dataset\pare\Lincoln_pare_144.wav,pare,1.2,16000,0.034937808388157895,0.06364876,645.7820641966274,-335.9527,166.42264,14.451393,33.606956,-12.784854,10.427719,11.99116,-2.0683594,3.0771184,1.6327251,-0.6372099,6.3425,-5.017694
dataset\pare\Lincoln_pare_145.wav,pare,1.2,16000,0.07087787828947369,0.049214024,1255.1829379970834,-421.9666,60.024464,-15.077383,20.672256,-12.570915,8.286099,-11.718905,3.7686968,-9.6547,4.622408,-3.6392188,-4.290887,4.945017
dataset\pare\Madson_pare_146.wav,pare,1.2,16000,0.04407380756578947,0.079292,799.7390804064815,-415.35977,76.97205,24.563309,6.8951325,-8.536125,2.6794376,-21.810858,0.9454645,-1.7619115,-7.0170403,0.24177592,-1.911242,-2.8907058
dataset\pare\Madson_pare_147.wav,pare,1.2,16000,0.06892475328947369,0.0569586,1117.03244534929,-376.70575,86.3051,-22.150677,21.23896,-15.416567,6.3933806,-12.350001,-3.7947853,-2.9861267,-0.39245695,-5.7706895,-6.6906343,1.8380822
dataset\pare\Madson_pare_148.wav,pare,1.2,16000,0.05318410773026316,0.071843915,918.896858708328,-381.36224,100.35327,-1.2216668,9.769738,-11.102675,-9.687226,-6.117756,-11.940846,-0.54037565,-5.706362,-10.680676,-5.912334,-0.7928867
dataset\pare\Madson_pare_149.wav,pare,1.2,16000,0.05033151726973684,0.07035854,843.6183952720527,-376.46823,127.72715,4.7633743,15.678993,-3.1671202,-16.77427,-13.711778,-9.109586,-13.759666,-7.583505,-15.67687,-9.778508,-5.420057
dataset\pare\Madson_pare_150.wav,pare,1.2,16000,0.05162931743421053,0.06505988,859.9921498307941,-358.84644,107.51152,-4.628301,17.949575,-8.683661,-8.836651,-10.851156,-14.057023,-3.8631368,-6.660966,-10.3883095,-0.99964315,-8.310054
dataset\pare\Madson_pare_151.wav,pare,1.2,16000,0.05815686677631579,0.038782552,1124.1694072794496,-407.5569,73.69411,5.161332,15.091672,-6.5284653,1.614705,5.8011827,-2.7971072,-0.4832027,-0.7624226,-6.8841004,-0.5714064,-1.6749936
dataset\pare\Madson_pare_152.wav,pare,1.2,16000,0.04931640625,0.039438624,962.8268621223473,-442.09024,80.483376,3.6210222,13.222074,-8.811787,-0.11688724,-9.347914,-0.39490628,-5.9488335,-2.9030027,-3.346602,-6.260985,-0.2010711
dataset\pare\Madson_pare_153.wav,pare,1.2,16000,0.04576994243421053,0.046738707,676.636014723277,-434.1244,106.89947,-10.75336,9.436868,-12.36395,-6.6360955,-5.8541594,-10.264407,-4.082015,-0.27312148,-1.7163604,-3.1174,-6.1471357
dataset\pare\Madson_pare_154.wav,pare,1.2,16000,0.04170949835526316,0.041632213,682.2948916620844,-443.3357,87.319916,-3.9980907,3.5929453,-9.048809,-4.917787,-19.702063,0.49283218,-7.166154,-2.4455144,-8.566008,-1.8366842,-9.237802
dataset\pare\Madson_pare_155.wav,pare,1.2,16000,0.04821134868421053,0.05378138,825.2188781715124,-396.35675,107.58882,-0.9289306,14.546451,-10.342278,-2.7668178,-1.5618074,-11.907865,-5.7237973,-9.5762,-12.048968,2.8904564,-9.303754
dataset\pare\Madson_pare_156.wav,pare,1.2,16000,0.06986276726973684,0.038589668,1124.4620548468708,-426.9205,98.859695,-16.484266,5.175701,-0.40982047,-12.772026,2.7260773,-3.0350695,-4.556877,2.3984056,-7.3142076,-9.717532,-8.493411
dataset\pare\Madson_pare_157.wav,pare,1.2,16000,0.04258326480263158,0.030529793,775.6855462427123,-436.2866,86.10778,1.8827925,6.3350863,-9.244751,-5.6395183,-6.296744,-4.114124,-1.5676243,-5.394509,-6.229868,-8.681301,-2.1227412
dataset\pare\Madson_pare_158.wav,pare,1.2,16000,0.051603618421052634,0.05445267,800.9910718786531,-387.246,100.72459,-16.02192,10.7820015,-5.338037,-2.008748,-8.065481,-2.5505304,-2.3274195,-5.790708,-11.290126,-6.7784963,-2.333231
dataset\pare\Madson_pare_159.wav,pare,1.2,16000,0.04967619243421053,0.05757209,799.3084619207134,-391.69043,82.87975,-5.865351,6.7094193,-12.122704,-12.531731,-9.20967,-3.6891358,-0.21153222,-6.4428673,-2.3181503,-2.259264,-7.0960097
dataset\pare\Madson_pare_160.wav,pare,1.2,16000,0.052400287828947366,0.052512147,972.5566258325052,-394.21146,77.366325,-5.231024,10.811841,-10.910302,-5.1680617,-3.9530838,-2.1879091,2.9323013,-4.492584,-5.9444184,-4.043749,-4.755175
dataset\pare\Madson_pare_161.wav,pare,1.2,16000,0.05394222861842105,0.07677183,888.3666400312219,-370.8663,105.09039,-4.62784,9.970477,-10.663017,-3.128154,-8.335632,-7.1134877,-2.162703,-4.659042,-12.403114,-4.3591013,-3.6071553
dataset\pare\Madson_pare_162.wav,pare,1.2,16000,0.05791272615131579,0.048041746,1000.6575903455981,-406.10162,73.89514,-15.849227,5.349232,-8.49854,-1.3190495,-9.807444,-4.4661922,-3.4420488,-9.887329,-15.215353,-3.458962,-0.5531223
dataset\pare\Madson_pare_163.wav,pare,1.2,16000,0.05694901315789474,0.06540969,979.6723691289405,-377.04636,82.473,-14.859769,9.975583,-13.082209,-5.538996,-6.7546387,-11.660726,2.9998536,1.8414732,-11.975055,-6.66975,-6.928298
dataset\pare\Madson_pare_164.wav,pare,1.2,16000,0.055394222861842105,0.047760244,857.2929115356304,-405.27777,104.18185,-13.669145,13.360709,-9.019427,-8.274944,-7.208292,-16.862492,-0.91755325,-2.3805451,-8.674324,0.2924521,-6.9608274
dataset\pare\Madson_pare_165.wav,pare,1.2,16000,0.04710629111842105,0.055313926,759.0045652231512,-414.49774,92.84717,-2.1859558,15.90121,-1.4171882,-5.001129,-5.901136,-4.7421994,-0.5639312,-0.9025578,-4.2561936,-5.6184187,-6.1380625
